Usuario;Comentario;Puntuacion;Lugar;Puntuacion Global
Usuario1116;Didn't like they don't tell you before you buy the trip that you need to know how to swim to enter the small beach inside the island;3.0;Islas Marietas;4.5
Usuario440;Ostello Bello Grande is quite simple without comparition. Clean, affordable, full of amenities, a lovely place to have an aperitif, close to the station... The ...;5.0;Ostello Bello Grande;4.5
Usuario440;Quite good! I deeply recommend it, a particular highlight is the visit to the last supper alternate, a nice visit from Roman time to modern time.;5.0;FollowMi Around;5.0
Usuario440;Pepe y su familia dan una atención magnifica, y ofrecen tours incomparables. Con un grupo de amigos fuimos a la Isla de San José y estuvo pendiente desde antes ...;5.0;Barbarita Tours;5.0
Usuario440;Cuando uno va de visitas a california por los parques generalmente es difícil escoger debido a la gran oferta. Knotts por ejemplo se ve opacado por Disneylandia...;4.0;Knott's Berry Farm;4.0
Usuario440;Definitivamente el mejor lugar para las fotos de facebook. Los Moais se montan sobre una plataforma de carácter sagrado, por lo que la isla tiene espacios delim...;5.0;Rano Raraku;5.0
Usuario440;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5
Usuario440;Los empleados son de lo más amables y accesibles, la atención muy puntual. Lo mejor: El SPA. Buen precio y Excelente servicios. Ha sido el mejor masaje (escogi...;4.0;Costa Sur Resort & Spa;4.0
Usuario1373;Me gusta mucho el personal del hotel, es muy servicial y amable , disfrute la alberca, la habitación muy limpia y buen restaurante. Viaje con mascota y nos di...;5.0;Aurea Hotel and Suites;4.5
Usuario1373;Me gusta mucho el personal del hotel, es muy servicial y amable , disfrute la alberca, la habitación muy limpia y buen restaurante. Viaje con mascota y nos di...;5.0;Aurea Hotel and Suites;4.5
Usuario1373;De cualquier forma tienen que intentarlo, padrísimo, nos encanto súper seguro y el servicio de los chicos de reservas y atención de lo mejor.;5.0;Adventure Bay;4.0
Usuario1373;Estancia agradable, hay que mejorar el servicio de recepcion un poco pero nada que impida realizar las actividades de manera agradable y disfrutando del sol. C...;4.0;Dreams Sands Cancun Resort & Spa;4.5
Usuario1373;Padrísima estancia, me encanto el sitio, la atención los recorridos, siempre invitados a regresar, cuenta con muchísimos espacios y es para toda la familia.;5.0;Entertainment Plus;5.0
Usuario1373;No tengo palabras, mejor imposible, ha sido la mejor estancia de las que he tenido en este continente, los ambientes impecables, las áreas comunes tienen su enc...;5.0;Hotel Rural Casona de Torres;5.0
Usuario1373;El hotel es bellísimo, excelente el servicio de su recepción, los cuartos fueron cómodos y la calidad a mi manera de ver tiene es equitativo y de acuerdo al pre...;5.0;Las Alcobas;5.0
Usuario1373;I love this place, the concierge help me a lot for reference of this city and Diane its a Great receptionist. I can't wait for coming. The food, the room and am...;4.0;Hampton by Hilton Oxford Hotel;4.0
Usuario1373;Le falta mantenimiento general al hotel, ojalá lo supervisen más, es un hotel que cumple pero le demerita la falta de cuidado de imagen e instalaciones. Si lo ...;3.0;Fiesta Americana Hacienda Galindo Resort & Spa;4.5
Usuario1373;Visite con algunos compañeros de trabajo este restaurante, muy bonito. Comimos muy bien y para una reunión de trabajo me gustó. Tardaron un poco en atenderno...;4.0;Il Duomo;4.5
Usuario1373;Tuve que quedarme a mi regreso de Estados Unidos ahí por perder un vuelo y me gustó muchísimo. Buena atención,justifica el precio sin problema. Dormí muy cómoda...;4.0;Courtyard by Marriott Mexico City Airport;4.5
Usuario1373;I like this places, i'm so happy for this election and only change because i have alergy the amenities... But that its not responsability of this hotel. Thanks...;4.0;New York Marriott Marquis;4.0
Usuario1373;Nos encanto la estadía, siempre te engancha y retoma momentos inolvidables de la niñez, Disney nunca deja de sorprendernos. Andy camperos;5.0;Magic Kingdom;4.5
Usuario1373;Llegue sin querer a este hotel. Fue una recomendación del Hotel Aurea donde las últimas Expos me he estado hospedando pero se encontraba lleno. Me encontré con ...;5.0;Country Hotel & Suites;4.0
Usuario1373;Esta semana estuve hospedada en el Hotel Suites Aurea, el trato del personal fue una de las principales cosas que me harán volver, tuve dos inconvenientes y el ...;5.0;Aurea Hotel and Suites;4.5
Usuario1373;Esta semana estuve hospedada en el Hotel Suites Aurea, el trato del personal fue una de las principales cosas que me harán volver, tuve dos inconvenientes y el ...;5.0;Aurea Hotel and Suites;4.5
Usuario1373;Cuando llegamos nos dirigimos al espectáculo de delfines y nos gustó mucho!!!! El personal amigable, la como a la verdad queda un poco a deber pero en general ...;4.0;CiCi Acapulco Mágico;4.0
Usuario1373;Me gusto mucho, una decoración integral, salones de eventos con todos los servicios, la estadía fue en general bastante agradable, la comida del coffe fue break...;4.0;Presidente InterContinental Guadalajara;4.0
Usuario1373;Me encanto el lugar, alejado, privado, las albercas estan impecables, ofrecen una amplia gama de servicios turisticos, y reservacion de los mismos, la comida es...;5.0;Barcelo Puerto Vallarta;4.0
Usuario1373;Me encanto el sitio, una experiencia unica, debes llevar bloqueador, para no sufrir por el sol, pero es un lugar de postal para visitar, super recomendado.;5.0;Islas Marietas;4.5
Usuario1373;Se requiere tener el dia libre para aprovechar al máximo cada espacio del museo, el trabajo artesanal de cada figura es increíble, asi que se requiere un día co...;4.0;Museo de Cera de la Ciudad de México;4.5
Usuario362;Ostello Bello Grande is quite simple without comparition. Clean, affordable, full of amenities, a lovely place to have an aperitif, close to the station... The ...;5.0;Ostello Bello Grande;4.5
Usuario362;Quite good! I deeply recommend it, a particular highlight is the visit to the last supper alternate, a nice visit from Roman time to modern time.;5.0;FollowMi Around;5.0
Usuario362;Pepe y su familia dan una atención magnifica, y ofrecen tours incomparables. Con un grupo de amigos fuimos a la Isla de San José y estuvo pendiente desde antes ...;5.0;Barbarita Tours;5.0
Usuario362;Cuando uno va de visitas a california por los parques generalmente es difícil escoger debido a la gran oferta. Knotts por ejemplo se ve opacado por Disneylandia...;4.0;Knott's Berry Farm;4.0
Usuario362;Definitivamente el mejor lugar para las fotos de facebook. Los Moais se montan sobre una plataforma de carácter sagrado, por lo que la isla tiene espacios delim...;5.0;Rano Raraku;5.0
Usuario362;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5
Usuario362;Los empleados son de lo más amables y accesibles, la atención muy puntual. Lo mejor: El SPA. Buen precio y Excelente servicios. Ha sido el mejor masaje (escogi...;4.0;Costa Sur Resort & Spa;4.0
Usuario149;Ostello Bello Grande is quite simple without comparition. Clean, affordable, full of amenities, a lovely place to have an aperitif, close to the station... The ...;5.0;Ostello Bello Grande;4.5
Usuario149;Quite good! I deeply recommend it, a particular highlight is the visit to the last supper alternate, a nice visit from Roman time to modern time.;5.0;FollowMi Around;5.0
Usuario149;Pepe y su familia dan una atención magnifica, y ofrecen tours incomparables. Con un grupo de amigos fuimos a la Isla de San José y estuvo pendiente desde antes ...;5.0;Barbarita Tours;5.0
Usuario149;Cuando uno va de visitas a california por los parques generalmente es difícil escoger debido a la gran oferta. Knotts por ejemplo se ve opacado por Disneylandia...;4.0;Knott's Berry Farm;4.0
Usuario149;Definitivamente el mejor lugar para las fotos de facebook. Los Moais se montan sobre una plataforma de carácter sagrado, por lo que la isla tiene espacios delim...;5.0;Rano Raraku;5.0
Usuario149;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5
Usuario149;Los empleados son de lo más amables y accesibles, la atención muy puntual. Lo mejor: El SPA. Buen precio y Excelente servicios. Ha sido el mejor masaje (escogi...;4.0;Costa Sur Resort & Spa;4.0
Usuario1562;Excelente hotel, me la pase muy bien, la comida muy rica, las bebidas, todo limpio, el trato es muy agradable. Tambien hay muchos eventos aunque falta el bar ma...;4.0;Paradise Village Beach Resort & Spa;4.0
Usuario1562;es una playa virgen rumbo a Punta de Mita , la playa esta supersuave y el mar muy agusto;5.0;Playa Destiladeras;4.5
Usuario1690;It was so much fun! The crew was skilled, cooperative, flexible, and encouraging! Dany was awesome when he helped my piñata daughter, Molly! My sister recomm...;5.0;Outdoor Adventure by Vallarta Adventures;5.0
Usuario1690;Fun boat ride, great meal even though I was surprised it was a buffet, excellent entertainment, a memorable night! Show was amazing! Would do it again!;5.0;Rhythms of the Night by Vallarta Adventures;4.5
Usuario1690;It was a fun day- would not recommend for people who aren't strong swimmers though This trip will be most enjoyed by people who LOVE being in and on the water!...;4.0;Islas Marietas;4.5
Usuario1027;este monumento historico echo y vivo en la actualidad como mustra de la romaantigua es un portento de ingenieria y arte..observarlo te remonta a los tiemp...;3.0;Pantheon;4.5
Usuario1027;impresionantes sus altares..sus esculturas llenas de arte..de dedicacion y de amor por lo creado..es impresionante el estado en el que se encuentran.....;5.0;Basílica de la Santa Sangre;4.5
Usuario1027;sere sincero aunque recorrimos el canal muchos cientos de metros..no paseamos en lancha..el motivo fue el tremendo clima que encontramos 2 grados ...;5.0;Bed & breakfast Barabas;5.0
Usuario1027;este hotel enmarca lo antiguo y lo moderno,personalmente no tenemos queja tanto de el personal como de las instalaciones..silencioso,seguro,agradable,buen int...;5.0;Hotel Verona;4.0
Usuario1027;un verdadero monumento que te hace regresar en el tiempo,una maravilla arquitectonica considerando la epoca de construcción,sin duda que el imperio romano q...;4.0;Coliseo;4.5
Usuario1027;la oferta era viajar en el 789-9 pero por la experiencia de ruido molesto para niños y adultos mayores tanto al despegar como aterrizar entre 0 y 20 mil pies d...;3.0;Aeromexico;3.5
Usuario1027;la oferta era viajar en el 789-9 pero por la experiencia de ruido molesto para niños y adultos mayores tanto al despegar como aterrizar entre 0 y 20 mil pies d...;3.0;Aeromexico;3.5
Usuario1027;desconocido;40.4;No obtenido;
Usuario1027;desconocido;40.4;No obtenido;
Usuario1027;me toco volar por aeroméxico,debo confesar que soy viajero pobre y que esta aerolínea tiene magníficos precios internacionales con vuelos de una esc...;5.0;Aeromexico;3.5
Usuario1027;me toco volar por aeroméxico,debo confesar que soy viajero pobre y que esta aerolínea tiene magníficos precios internacionales con vuelos de una esc...;5.0;Aeromexico;3.5
Usuario1027;tal vez estudiar tanto en video el recorrido le quita un poco de sorpresa a el entorno de las cataratas,sin embargo la experiencia es unica,el estar bañado b...;4.0;Niagara Falls;4.5
Usuario1027;sin quitarle meritos a la zona canadiense de las cataratas,el recorrido por el parque en la zona esteaunidense a la rivera del rio es una actividad tipo ...;5.0;Niagara Falls State Park;4.5
Usuario1027;esta diversion es muy buena,si gustas de gozar el agua al natural y no te importa empaparte viene bien adquirirla..solo que pasamos la mala experiencia de...;4.0;Cueva de los vientos;5.0
Usuario1027;solo estuvimos una noche,estábamos de paso .sin embargo este hotel esta muy bien acondicionado,muy buena ubicación y un precio muy razonable,lo unico...;5.0;Ramada by Wyndham Niagara Falls/Fallsview;3.5
Usuario1027;como la plaza vieja,como el paseo del prado como tantos lugares hermosos de la habana,esta plaza de armas evoca los momentos heroicos o frustrantes de cada un...;5.0;Plaza de Armas;4.5
Usuario1027;leimos que es visita obligada,honestamente nada fuera de lo normal,una playa extensa pero poco atendida,con basura,el echo de que sea virgen no significa que no...;3.0;Varadero Beach;4.5
Usuario1027;quien piense que estar en cuba es para encontrar las mejores playas,los mejores paseos o los lugares mas exoticos esta totalmente equivocado,cuba es una muest...;3.0;Cueva del Indio;3.5
Usuario1027;le tomamos un par de fotos..sera tal vez que hemos visto muchos murales pero en lo personal este nos parecio un trabajo echo solo para aprovechar la vis...;3.0;Mural de la Prehistoria Restaurante;3.0
Usuario1027;un par de fotos..y ya..lugar visitado por completar el recorrido ..pero o no conosco de arte.!!o se me hace un arte muy chambon..muy de pintor de brocha ...;2.0;Mural de la Prehistoria;3.0
Usuario1027;bodeguita del medio..dijeran guias,agencias turisticas,ciudadanos cubanos y hasta los que nunca han tomado ron,si no visitas y pruebas los mojitos en la bodegu...;3.0;La Bodeguita del Medio;4.0
